"Location","Type","Status","Circuit Trace","Cord IDs","Circuit ID","Creation Date","Created By","Contact","Contact Team","Request Number","Request Stage","Proposed","Notes"
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003635:PS4 ~ 3A45R1:Output29 - 3A45R1:Input Cord ~ PDU-1F-A04-14L1:R1 - A04:14L1 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 10:46 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003635:PS2 ~ 3A45B1:Output29 - 3A45B1:Input Cord ~ PDU-1F-C02-14L1:B1 - C02:14L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 10:46 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003635:PS3 ~ 3A45R1:Output28 - 3A45R1:Input Cord ~ PDU-1F-A04-14L1:R1 - A04:14L1 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 10:45 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003635:PS1 ~ 3A45B1:Output28 - 3A45B1:Input Cord ~ PDU-1F-C02-14L1:B1 - C02:14L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 10:45 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003637:PS4 ~ 3A45R1:Output26 - 3A45R1:Input Cord ~ PDU-1F-A04-14L1:R1 - A04:14L1 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 10:42 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003637:PS2 ~ 3A45B1:Output26 - 3A45B1:Input Cord ~ PDU-1F-C02-14L1:B1 - C02:14L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 10:42 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003637:PS3 ~ 3A45R1:Output25 - 3A45R1:Input Cord ~ PDU-1F-A04-14L1:R1 - A04:14L1 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 10:42 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003637:PS1 ~ 3A45B1:Output25 - 3A45B1:Input Cord ~ PDU-1F-C02-14L1:B1 - C02:14L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 10:42 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N000768:PS2 ~ 3A45B1:Output15 - 3A45B1:Input Cord ~ PDU-1F-C02-14L1:B1 - C02:14L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 10:21 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N000768:PS1 ~ 3A45R1:Output15 - 3A45R1:Input Cord ~ PDU-1F-A04-14L1:R1 - A04:14L1 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 10:21 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003611:PS1 ~ 3A45R1:Output27 - 3A45R1:Input Cord ~ PDU-1F-A04-14L1:R1 - A04:14L1 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:58 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003611:PS2 ~ 3A45B1:Output27 - 3A45B1:Input Cord ~ PDU-1F-C02-14L1:B1 - C02:14L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:57 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003613:PS2 ~ 3A45B1:Output30 - 3A45B1:Input Cord ~ PDU-1F-C02-14L1:B1 - C02:14L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:55 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003613:PS1 ~ 3A45R1:Output30 - 3A45R1:Input Cord ~ PDU-1F-A04-14L1:R1 - A04:14L1 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:55 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004288:PS2 ~ 3A44B1:Output14 - 3A44B1:Input Cord ~ PDU-1F-C02-13L3:B1 - C02:13L3 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:54 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004288:PS1 ~ 3A44R1:Output14 - 3A44R1:Input Cord ~ PDU-1F-A04-13L3:R1 - A04:13L3 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:53 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003721:PS2 ~ 3A44B1:Output28 - 3A44B1:Input Cord ~ PDU-1F-C02-13L3:B1 - C02:13L3 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:53 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003721:PS1 ~ 3A44R1:Output28 - 3A44R1:Input Cord ~ PDU-1F-A04-13L3:R1 - A04:13L3 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:53 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003574:PS2 ~ 3A44B1:Output29 - 3A44B1:Input Cord ~ PDU-1F-C02-13L3:B1 - C02:13L3 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:51 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003574:PS1 ~ 3A44R1:Output29 - 3A44R1:Input Cord ~ PDU-1F-A04-13L3:R1 - A04:13L3 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:51 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003573:PS2 ~ 3A44B1:Output30 - 3A44B1:Input Cord ~ PDU-1F-C02-13L3:B1 - C02:13L3 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:51 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003573:PS1 ~ 3A44R1:Output30 - 3A44R1:Input Cord ~ PDU-1F-A04-13L3:R1 - A04:13L3 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:51 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","HP DL380 GEN9 (3A43 U19-20):PS2 ~ 3A43B1:Output13 - 3A43B1:Input Cord ~ PDU-1F-C02-13L2:B1 - C02:13L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:49 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","HP DL380 GEN9 (3A43 U19-20):PS1 ~ 3A43R1:Output13 - 3A43R1:Input Cord ~ PDU-1F-A04-13L2:R1 - A04:13L2 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:49 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003999:PS2 ~ 3A43B1:Output14 - 3A43B1:Input Cord ~ PDU-1F-C02-13L2:B1 - C02:13L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:42 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003999:PS1 ~ 3A43R1:Output14 - 3A43R1:Input Cord ~ PDU-1F-A04-13L2:R1 - A04:13L2 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:41 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004003:PS2 ~ 3A43B1:Output15 - 3A43B1:Input Cord ~ PDU-1F-C02-13L2:B1 - C02:13L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:40 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004003:PS1 ~ 3A43R1:Output15 - 3A43R1:Input Cord ~ PDU-1F-A04-13L2:R1 - A04:13L2 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:40 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003998:PS2 ~ 3A43B1:Output25 - 3A43B1:Input Cord ~ PDU-1F-C02-13L2:B1 - C02:13L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:30 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003998:PS1 ~ 3A43R1:Output25 - 3A43R1:Input Cord ~ PDU-1F-A04-13L2:R1 - A04:13L2 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:30 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003997:PS2 ~ 3A43B1:Output26 - 3A43B1:Input Cord ~ PDU-1F-C02-13L2:B1 - C02:13L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:29 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003997:PS1 ~ 3A43R1:Output26 - 3A43R1:Input Cord ~ PDU-1F-A04-13L2:R1 - A04:13L2 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:29 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004002:PS2 ~ 3A43B1:Output27 - 3A43B1:Input Cord ~ PDU-1F-C02-13L2:B1 - C02:13L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:29 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004002:PS1 ~ 3A43R1:Output27 - 3A43R1:Input Cord ~ PDU-1F-A04-13L2:R1 - A04:13L2 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:28 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004007:PS2 ~ 3A43B1:Output28 - 3A43B1:Input Cord ~ PDU-1F-C02-13L2:B1 - C02:13L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:28 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004007:PS1 ~ 3A43R1:Output28 - 3A43R1:Input Cord ~ PDU-1F-A04-13L2:R1 - A04:13L2 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:28 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003992:PS2 ~ 3A43B1:Output29 - 3A43B1:Input Cord ~ PDU-1F-C02-13L2:B1 - C02:13L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:26 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003992:PS1 ~ 3A43R1:Output29 - 3A43R1:Input Cord ~ PDU-1F-A04-13L2:R1 - A04:13L2 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:25 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003994:PS2 ~ 3A43B1:Output30 - 3A43B1:Input Cord ~ PDU-1F-C02-13L2:B1 - C02:13L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:25 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003994:PS1 ~ 3A43R1:Output30 - 3A43R1:Input Cord ~ PDU-1F-A04-13L2:R1 - A04:13L2 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:25 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003398:PS2 ~ 3B69B1:Output18 - 3B69B1:Input Cord ~ PDU-1F-B02-17L3:B1 - B02:17L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:18 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003398:PS1 ~ 3B69R1:Output18 - 3B69R1:Input Cord ~ PDU-1F-A02-17L3:R1 - A02:17L3 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:18 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003240:PS2 ~ 3B69B1:Output30 - 3B69B1:Input Cord ~ PDU-1F-B02-17L3:B1 - B02:17L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 9:17 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003240:PS1 ~ 3B69R1:Output30 - 3B69R1:Input Cord ~ PDU-1F-A02-17L3:R1 - A02:17L3 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:17 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003638:PS1 ~ 3B65R1:Output04 - 3B65R1:Input Cord ~ PDU-1F-C06-11L3:R1 - C06:11L3 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:13 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003903:PS2 ~ 3B64R1:Output12 - 3B64R1:Input Cord ~ PDU-1F-C06-11L2:R1 - C06:11L2 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:12 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003902:PS2 ~ 3B64R1:Output13 - 3B64R1:Input Cord ~ PDU-1F-C06-11L2:R1 - C06:11L2 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:11 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003901:PS2 ~ 3B64R1:Output14 - 3B64R1:Input Cord ~ PDU-1F-C06-11L2:R1 - C06:11L2 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:11 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003900:PS2 ~ 3B64R1:Output15 - 3B64R1:Input Cord ~ PDU-1F-C06-11L2:R1 - C06:11L2 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:10 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003870:PS2 ~ 3B64R1:Output25 - 3B64R1:Input Cord ~ PDU-1F-C06-11L2:R1 - C06:11L2 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:09 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003869:PS2 ~ 3B64R1:Output26 - 3B64R1:Input Cord ~ PDU-1F-C06-11L2:R1 - C06:11L2 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:08 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003754:PS2 ~ 3B64R1:Output27 - 3B64R1:Input Cord ~ PDU-1F-C06-11L2:R1 - C06:11L2 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:07 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003753:PS2 ~ 3B64R1:Output28 - 3B64R1:Input Cord ~ PDU-1F-C06-11L2:R1 - C06:11L2 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:07 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003752:PS2 ~ 3B64R1:Output29 - 3B64R1:Input Cord ~ PDU-1F-C06-11L2:R1 - C06:11L2 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 9:06 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003896:PS2 ~ 3B63R1:Output12 - 3B63R1:Input Cord ~ PDU-1F-C06-11L1:R1 - C06:11L1 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 8:40 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003895:PS2 ~ 3B63R1:Output13 - 3B63R1:Input Cord ~ PDU-1F-C06-11L1:R1 - C06:11L1 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 8:39 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003894:PS2 ~ 3B63R1:Output14 - 3B63R1:Input Cord ~ PDU-1F-C06-11L1:R1 - C06:11L1 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 8:37 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003868:PS2 ~ 3B63R1:Output25 - 3B63R1:Input Cord ~ PDU-1F-C06-11L1:R1 - C06:11L1 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 8:36 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003765:PS2 ~ 3B63R1:Output15 - 3B63R1:Input Cord ~ PDU-1F-C06-11L1:R1 - C06:11L1 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 8:35 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003741:PS2 ~ 3B63R1:Output26 - 3B63R1:Input Cord ~ PDU-1F-C06-11L1:R1 - C06:11L1 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 8:26 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003740:PS2 ~ 3B63R1:Output27 - 3B63R1:Input Cord ~ PDU-1F-C06-11L1:R1 - C06:11L1 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 8:25 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003739:PS2 ~ 3B63R1:Output28 - 3B63R1:Input Cord ~ PDU-1F-C06-11L1:R1 - C06:11L1 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 8:22 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003738:PS2 ~ 3B63R1:Output29 - 3B63R1:Input Cord ~ PDU-1F-C06-11L1:R1 - C06:11L1 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 8:21 PM","SPGCFBW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N003861:PS2 ~ 4A56B1:Output04 - 4A56B1:Input Cord ~ PDU-B10-11L3:R1 - B10A:11L3 - B10A:Panel Breaker - PDU-LG5-B10:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 2:04 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N003861:PS1 ~ 4A56R1:Output04 - 4A56R1:Input Cord ~ PDU-A10-11L3:R1 - A10-:11L3 - A10-:Panel Breaker - PDU-LG5-A10:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 2:04 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N003860:PS2 ~ 4A55B1:Output04 - 4A55B1:Input Cord ~ PDU-B10-8L1:R1 - B10A:8L1 - B10A:Panel Breaker - PDU-LG5-B10:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 1:48 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N003860:PS1 ~ 4A55R1:Output04 - 4A55R1:Input Cord ~ PDU-A10-8L1:R1 - A10-:8L1 - A10-:Panel Breaker - PDU-LG5-A10:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 1:48 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S003983:PS4 ~ 4A55B1:Output09 - 4A55B1:Input Cord ~ PDU-B10-8L1:R1 - B10A:8L1 - B10A:Panel Breaker - PDU-LG5-B10:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 1:45 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S003983:PS1 ~ 4A55R1:Output09 - 4A55R1:Input Cord ~ PDU-A10-8L1:R1 - A10-:8L1 - A10-:Panel Breaker - PDU-LG5-A10:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 1:44 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N003852:PS2 ~ 4A54B2:Output12 - 4A54B2:Input Cord ~ PDU-B10-11L1:R1 - B10A:11L1 - B10A:Panel Breaker - PDU-LG5-B10:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 1:31 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N003852:PS1 ~ 4A54R2:Output01 - 4A54R2:Input Cord ~ PDU-A10-11L1:R1 - A10-:11L1 - A10-:Panel Breaker - PDU-LG5-A10:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 1:31 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N004112:PS2 ~ 4A51B1:Output04 - 4A51B1:Input Cord ~ PDU-B9-3L3:R1 - B9:3L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 12:43 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N004112:PS1 ~ 4A51R1:Output04 - 4A51R1:Input Cord ~ PDU-A9-3L3:R1 - A9:3L3 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 12:43 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S002742:PS2 ~ 4A51B1:Output30 - 4A51B1:Input Cord ~ PDU-B9-3L3:R1 - B9:3L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 12:42 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S002742:PS1 ~ 4A51R1:Output30 - 4A51R1:Input Cord ~ PDU-A9-3L3:R1 - A9:3L3 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 12:42 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N004111:PS2 ~ 4A50B1:Output04 - 4A50B1:Input Cord ~ PDU-B9-3L2:R1 - B9:3L2 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 12:40 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N004111:PS1 ~ 4A50R1:Output04 - 4A50R1:Input Cord ~ PDU-A9-3L2:R1 - A9:3L2 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 12:39 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S003318:PS8 ~ 4A50B1:Output30 - 4A50B1:Input Cord ~ PDU-B9-3L2:R1 - B9:3L2 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 12:38 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S003318:PS4 ~ 4A50R1:Output30 - 4A50R1:Input Cord ~ PDU-A9-3L2:R1 - A9:3L2 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 12:38 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S003318:PS7 ~ 4A50B1:Output29 - 4A50B1:Input Cord ~ PDU-B9-3L2:R1 - B9:3L2 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 12:37 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S003318:PS3 ~ 4A50R1:Output29 - 4A50R1:Input Cord ~ PDU-A9-3L2:R1 - A9:3L2 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","03/09/2018 12:37 PM","SPGRRM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S003318:PS6 ~ 4A50B1:Output15 - 4A50B1:Input Cord ~ PDU-B9-3L2:R1 - B9:3L2 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","03/09/2018 12:37 PM","SPGRRM","","","","","",""
