"Location","Type","Status","Circuit Trace","Cord IDs","Circuit ID","Creation Date","Created By","Contact","Contact Team","Request Number","Request Stage","Proposed","Notes"
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S003251:PS1 ~ 4A33R1:Output15 - 4A33R1:Input Cord ~ PDU-A9-10L3:R1 - A9:10L3 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","07/05/2019 4:49 AM","SPGKLHW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S003251:PS2 ~ 4A33B1:Output15 - 4A33B1:Input Cord ~ PDU-B9-10L3:R1 - B9:10L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","07/05/2019 4:47 AM","SPGKLHW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S003248:PS2 ~ 4B33B1:Output15 - 4B33B1:Input Cord ~ PDU-B9-9L3:R1 - B9:9L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","07/05/2019 1:01 AM","SPGKLHW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S003248:PS1 ~ 4B33R1:Output15 - 4B33R1:Input Cord ~ PDU-A9-9L3:R1 - A9:9L3 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","07/05/2019 1:01 AM","SPGKLHW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","TEMP0182 (FIREEYE):PS1 ~ 4B33R1:Output28 - 4B33R1:Input Cord ~ PDU-A9-9L3:R1 - A9:9L3 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","06/24/2019 1:09 AM","SPGMCKG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","TEMP0182 (FIREEYE):PS2 ~ 4B33B1:Output28 - 4B33B1:Input Cord ~ PDU-B9-9L3:R1 - B9:9L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","06/24/2019 1:07 AM","SPGMCKG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N003799:PS2 ~ 4B33B1:Output05 - 4B33B1:Input Cord ~ PDU-B9-9L3:R1 - B9:9L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","06/20/2019 11:59 PM","SPGEKY","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N003799:PS1 ~ 4B33R1:Output05 - 4B33R1:Input Cord ~ PDU-A9-9L3:R1 - A9:9L3 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","06/20/2019 11:59 PM","SPGEKY","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N003862:PS2 ~ 4B33B1:Output06 - 4B33B1:Input Cord ~ PDU-B9-9L3:R1 - B9:9L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","06/20/2019 11:39 PM","SPGKLHW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N003862:PS1 ~ 4B33R1:Output06 - 4B33R1:Input Cord ~ PDU-A9-9L3:R1 - A9:9L3 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","06/20/2019 11:38 PM","SPGKLHW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4A18B2:Input Cord ~ PDU-B7-3L2:R1 - B7:3L2 - B7:Panel Breaker - PDU-LG5-B7:PDU Breaker - UPS BANK B:Bank Breaker","","","06/13/2019 3:33 AM","SPGNFCG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4A18B1:Input Cord ~ PDU-B7-14L2:R1 - B7:14L2 - B7:Panel Breaker - PDU-LG5-B7:PDU Breaker - UPS BANK B:Bank Breaker","","","06/13/2019 3:32 AM","SPGNFCG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4A18R2:Input Cord ~ PDU-A7-3L2:R1 - A7:3L2 - A7:Panel Breaker - PDU-LG5-A7:PDU Breaker - UPS BANK A:Bank Breaker","","","06/13/2019 3:31 AM","SPGNFCG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4A18R1:Input Cord ~ PDU-A7-14L2:R1 - A7:14L2 - A7:Panel Breaker - PDU-LG5-A7:PDU Breaker - UPS BANK A:Bank Breaker","","","06/13/2019 3:31 AM","SPGNFCG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","3945-4A37-RU07:PS1 ~ MS010708:Output2 - MS010708:Input Cord1 ~ 4A37R1:Output03 - 4A37R1:Input Cord ~ PDU-A8-8L3:R1 - A8:8L3 - A8:Panel Breaker - PDU-LG5-A8:PDU Breaker - UPS BANK A:Bank Breaker","","","06/13/2019 2:02 AM","SPGCKBC","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N004101:PS2 ~ 4A09B1:Output04 - 4A09B1:Input Cord ~ PDU-B7-11L2:R1 - B7:11L2 - B7:Panel Breaker - PDU-LG5-B7:PDU Breaker - UPS BANK B:Bank Breaker","","","06/13/2019 1:12 AM","SPGCLTW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N004101:PS1 ~ 4A09R1:Output04 - 4A09R1:Input Cord ~ PDU-A7-11L2:R1 - A7:11L2 - A7:Panel Breaker - PDU-LG5-A7:PDU Breaker - UPS BANK A:Bank Breaker","","","06/13/2019 1:12 AM","SPGCLTW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4A09B2:Input Cord ~ PDU-B7-2L3:B2 - B7:2L3 - B7:Panel Breaker - PDU-LG5-B7:PDU Breaker - UPS BANK B:Bank Breaker","","","06/11/2019 1:11 AM","SPGNFCG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4A09R2:Input Cord ~ PDU-A7-2L3:R2 - A7:2L3 - A7:Panel Breaker - PDU-LG5-A7:PDU Breaker - UPS BANK A:Bank Breaker","","","06/11/2019 1:11 AM","SPGNFCG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4A09B1:Input Cord ~ PDU-B7-11L2:R1 - B7:11L2 - B7:Panel Breaker - PDU-LG5-B7:PDU Breaker - UPS BANK B:Bank Breaker","","","06/11/2019 1:09 AM","SPGNFCG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4A09R1:Input Cord ~ PDU-A7-11L2:R1 - A7:11L2 - A7:Panel Breaker - PDU-LG5-A7:PDU Breaker - UPS BANK A:Bank Breaker","","","06/11/2019 12:22 AM","SPGNFCG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","MS011305:Input Cord2 ~ 4B43B1:Output02 - 4B43B1:Input Cord ~ PDU-B8-13L2:R1 - B8:13L2 - B8:Panel Breaker - PDU-LG5-B8:PDU Breaker - UPS BANK B:Bank Breaker","","","06/06/2019 9:30 AM","SPGCLTW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","MS011305:Input Cord1 ~ 4B43R1:Output02 - 4B43R1:Input Cord ~ PDU-A8-13L2:R1 - A8:13L2 - A8:Panel Breaker - PDU-LG5-A8:PDU Breaker - UPS BANK A:Bank Breaker","","","06/06/2019 9:29 AM","SPGCLTW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4B61 U7-8:PS1 ~ 4B61B2:Output10 - 4B61B2:Input Cord1 ~ PDU-B11-13L2:R1 - B11:13L2 - B11:Panel Breaker - PDU-LG5-B11:PDU Breaker - UPS BANK B:Bank Breaker","","","05/16/2019 10:52 AM","jdejean","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4B61 U5-6:PS1 ~ 4B61B2:Output11 - 4B61B2:Input Cord1 ~ PDU-B11-13L2:R1 - B11:13L2 - B11:Panel Breaker - PDU-LG5-B11:PDU Breaker - UPS BANK B:Bank Breaker","","","05/16/2019 10:52 AM","jdejean","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4B61 U3-4:PS2 ~ 4B61B2:Output12 - 4B61B2:Input Cord1 ~ PDU-B11-13L2:R1 - B11:13L2 - B11:Panel Breaker - PDU-LG5-B11:PDU Breaker - UPS BANK B:Bank Breaker","","","05/16/2019 10:52 AM","jdejean","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4B61B2:Input Cord1 ~ PDU-B11-13L2:R1 - B11:13L2 - B11:Panel Breaker - PDU-LG5-B11:PDU Breaker - UPS BANK B:Bank Breaker","","","05/16/2019 10:52 AM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A41 U25:PS2 ~ 3A41R1:Output09 - 3A41R1:Input Cord ~ PDU-1F-A02-6L3:R1 - A02:6L3 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","05/14/2019 8:19 AM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A41 U25:PS1 ~ 3A41B1:Output09 - 3A41B1:Input Cord ~ PDU-1F-B02/B02:6L3:B1 - B02:6L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","05/14/2019 8:17 AM","SPGHHN","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","CWA4021P00C:PS2 ~ 4B26B1:Output23 - 4B26B1:Input Cord ~ PDU-B8-17L1:R1 - B8:17L1 - B8:Panel Breaker - PDU-LG5-B8:PDU Breaker - UPS BANK B:Bank Breaker","","","05/09/2019 8:51 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","CWA4021P00C:PS1 ~ 4B26R1:Output23 - 4B26R1:Input Cord ~ PDU-A8-17L1:R1 - A8:17L1 - A8:Panel Breaker - PDU-LG5-A8:PDU Breaker - UPS BANK A:Bank Breaker","","","05/09/2019 8:50 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","CWA4021P00D:PS1 ~ 4A26B1:Output24 - 4A26B1:Input Cord ~ PDU-B7-17L3:R1 - B7:17L3 - B7:Panel Breaker - PDU-LG5-B7:PDU Breaker - UPS BANK B:Bank Breaker","","","05/09/2019 8:48 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","CWA4021P00D:PS2 ~ 4A26R1:Output24 - 4A26R1:Input Cord ~ PDU-A7-17L3:R1 - A7-1:17L3 - A7-1:Panel Breaker - PDU-LG5-A7:PDU Breaker - UPS BANK A:Bank Breaker","","","05/09/2019 8:47 AM","SPGOTCM","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B63U33-34 BROCADE 7840:PS2 ~ 3B63R2:Output27 - 3B63R2:Input Cord ~ PDU-1F-C06-4L3:R2 - C06:4L3 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","05/09/2019 7:06 AM","SPGTSAT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B63U33-34 BROCADE 7840:PS1 ~ 3B63B2:Output27 - 3B63B2:Input Cord ~ PDU-1F-D06-4L3:B2 - D06:4L3 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","05/09/2019 7:06 AM","SPGTSAT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A63U33-34 BROACDE 7840:PS2 ~ 3A63R2:Output26 - 3A63R2:Input Cord ~ PDU-1F-C06-7L1:R2 - C06:7L1 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","05/09/2019 7:04 AM","SPGTSAT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A63U33-34 BROACDE 7840:PS1 ~ 3A63B2:Output26 - 3A63B2:Input Cord ~ PDU-1F-D06-7L1:B2 - D06:7L1 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","05/09/2019 7:03 AM","SPGTSAT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B23-U24-U25:PS2 ~ 3B23B1:Output26 - 3B23B1:Input Cord ~ PDU-1F-B02-8L3:B1 - B02:8L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","04/13/2019 5:54 AM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B23-U24-U25:PS1 ~ 3B23R1:Output26 - 3B23R1:Input Cord ~ PDU-1F-A02-8L3:R1 - A02:8L3 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","04/13/2019 5:54 AM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B23-U26-U27:PS2 ~ 3B23B1:Output25 - 3B23B1:Input Cord ~ PDU-1F-B02-8L3:B1 - B02:8L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","04/13/2019 5:52 AM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B23-U26-U27:PS1 ~ 3B23R1:Output25 - 3B23R1:Input Cord ~ PDU-1F-A02-8L3:R1 - A02:8L3 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","04/13/2019 5:52 AM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B20-U3:PS2 ~ 3B20B2:Output08 - 3B20B2:Input Cord ~ PDU-1F-D03-10L1:B2 - D03:10L1 - D03:Panel Breaker - PDU-1F-D03:PDU Breaker - UPS BANK B:Bank Breaker","","","04/13/2019 5:47 AM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B20-U3:PS1 ~ 3B20R2:Output05 - 3B20R2:Input Cord ~ PDU-1F-B05-10L1:R2 - B05:10L1 - B05:Panel Breaker - PDU-1F-B05:PDU Breaker - UPS BANK A:Bank Breaker","","","04/13/2019 5:47 AM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B20-U16-U17:PS2 ~ 3B20B2:Output06 - 3B20B2:Input Cord ~ PDU-1F-D03-10L1:B2 - D03:10L1 - D03:Panel Breaker - PDU-1F-D03:PDU Breaker - UPS BANK B:Bank Breaker","","","04/13/2019 5:44 AM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B20-U16-U17:PS1 ~ 3B20R2:Output07 - 3B20R2:Input Cord ~ PDU-1F-B05-10L1:R2 - B05:10L1 - B05:Panel Breaker - PDU-1F-B05:PDU Breaker - UPS BANK A:Bank Breaker","","","04/13/2019 5:44 AM","SPGHHN","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4A66 U15-16:PS1 ~ 4A66B1:Output09 - 4A66B1:Input Cord ~ PDU-B11-10L2:R1 - B11:10L2 - B11:Panel Breaker - PDU-LG5-B11:PDU Breaker - UPS BANK B:Bank Breaker","","","04/12/2019 10:52 AM","SPGMCKG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4A66 U15-16:PS2 ~ 4A66R1:Output09 - 4A66R1:Input Cord ~ PDU-A11-10L2:R1 - PB1:10L2 - PB1:Panel Breaker - PDU-LG5-A11:PDU Breaker - UPS BANK A:Bank Breaker","","","04/12/2019 10:48 AM","SPGMCKG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4B61 U3-4:PS1 ~ 4B61R2:Output4 - 4B61R2:Input Cord1 ~ PDU-A11-13L2:R1 - PB1:13L2 - PB1:Panel Breaker - PDU-LG5-A11:PDU Breaker - UPS BANK A:Bank Breaker","","","04/12/2019 10:43 AM","SPGMCKG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4B61 U7-8:PS2 ~ 4B61R2:Output2 - 4B61R2:Input Cord1 ~ PDU-A11-13L2:R1 - PB1:13L2 - PB1:Panel Breaker - PDU-LG5-A11:PDU Breaker - UPS BANK A:Bank Breaker","","","04/12/2019 10:38 AM","SPGMCKG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4B61 U5-6:PS2 ~ 4B61R2:Output3 - 4B61R2:Input Cord1 ~ PDU-A11-13L2:R1 - PB1:13L2 - PB1:Panel Breaker - PDU-LG5-A11:PDU Breaker - UPS BANK A:Bank Breaker","","","04/12/2019 10:33 AM","SPGMCKG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4B61 U9-10:PS2 ~ 4B61R2:Output9 - 4B61R2:Input Cord1 ~ PDU-A11-13L2:R1 - PB1:13L2 - PB1:Panel Breaker - PDU-LG5-A11:PDU Breaker - UPS BANK A:Bank Breaker","","","04/12/2019 10:12 AM","SPGMCKG","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4B61 U9-10:PS1 ~ 4B60R2:Output1 - 4B60R2:Input Cord1 ~ PDU-A11-13L1:R1 - PB1:13L1 - PB1:Panel Breaker - PDU-LG5-A11:PDU Breaker - UPS BANK A:Bank Breaker","","","04/12/2019 10:10 AM","SPGMCKG","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A21-U32:PS2 ~ 3A21R1:Output11 - 3A21R1:Input Cord ~ PDU-1F-A02-18L3:R1 - A02:18L3 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","04/10/2019 10:39 PM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A21-U32:PS1 ~ 3A21B1:Output11 - 3A21B1:Input Cord ~ PDU-1F-B02-18-L3:B1 - B02:18L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","04/10/2019 10:36 PM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A22-U32:PS2 ~ 3A22B1:Output10 - 3A22B1:Input Cord ~ PDU-1F-B02-19L1:B1 - B02:19L1 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","04/10/2019 10:34 PM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A22-U32:PS1 ~ 3A22R1:Output10 - 3A22R1:Input Cord ~ PDU-1F-A02-19L1:R1 - A02:19L1 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","04/10/2019 10:34 PM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B20-U22-U23:PS2 ~ 3B20B2:Output03 - 3B20B2:Input Cord ~ PDU-1F-D03-10L1:B2 - D03:10L1 - D03:Panel Breaker - PDU-1F-D03:PDU Breaker - UPS BANK B:Bank Breaker","","","04/10/2019 10:30 PM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B20-U22-U23:PS1 ~ 3B20R2:Output10 - 3B20R2:Input Cord ~ PDU-1F-B05-10L1:R2 - B05:10L1 - B05:Panel Breaker - PDU-1F-B05:PDU Breaker - UPS BANK A:Bank Breaker","","","04/10/2019 10:30 PM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B20-U20-U21:PS2 ~ 3B20B2:Output04 - 3B20B2:Input Cord ~ PDU-1F-D03-10L1:B2 - D03:10L1 - D03:Panel Breaker - PDU-1F-D03:PDU Breaker - UPS BANK B:Bank Breaker","","","04/10/2019 10:14 PM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B20-U20-U21:PS1 ~ 3B20R2:Output09 - 3B20R2:Input Cord ~ PDU-1F-B05-10L1:R2 - B05:10L1 - B05:Panel Breaker - PDU-1F-B05:PDU Breaker - UPS BANK A:Bank Breaker","","","04/10/2019 10:11 PM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B20-U18-U19:PS2 ~ 3B20B2:Output05 - 3B20B2:Input Cord ~ PDU-1F-D03-10L1:B2 - D03:10L1 - D03:Panel Breaker - PDU-1F-D03:PDU Breaker - UPS BANK B:Bank Breaker","","","04/10/2019 10:06 PM","SPGHHN","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B20-U18-U19:PS1 ~ 3B20R2:Output08 - 3B20R2:Input Cord ~ PDU-1F-B05-10L1:R2 - B05:10L1 - B05:Panel Breaker - PDU-1F-B05:PDU Breaker - UPS BANK A:Bank Breaker","","","04/10/2019 10:05 PM","SPGHHN","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N004909:PS2 ~ 4A35B1:Output29 - 4A35B1:Input Cord ~ PDU-B9-11L3:R1 - B9:11L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","04/09/2019 8:37 AM","SPGCKBC","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N004909:PS1 ~ 4A35R1:Output29 - 4A35R1:Input Cord ~ PDU-A9-11L3:R1 - A9:11L3 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","04/09/2019 8:35 AM","SPGCKBC","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N004979:PS2 ~ 3A39B1:Output29 - 3A39B1:Input Cord ~ PDU-1F-B02/B02:6L1:B1 - B02:6L1 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","04/08/2019 5:32 AM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N004979:PS1 ~ 3A39R1:Output29 - 3A39R1:Input Cord ~ PDU-1F-A02-6L1:R1 - A02:6L1 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","04/08/2019 5:32 AM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","FIRSTMILE GEMC2 REMOTE MODEM (3A38 U15):PS2 ~ 3A38B1:Output15 - 3A38B1:Input Cord ~ PDU-1F-B02/B02:5L3:B1 - B02:5L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","04/03/2019 1:01 AM","SPGEKY","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","FIRSTMILE GEMC2 REMOTE MODEM (3A38 U15):PS1 ~ 3A38R1:Output15 - 3A38R1:Input Cord ~ PDU-1F-A02-5L3:R1 - A02:5L3 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","04/03/2019 1:00 AM","SPGEKY","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A38  TM-301/II CHASSIS:PS2 ~ 3A38B1:Output13 - 3A38B1:Input Cord ~ PDU-1F-B02/B02:5L3:B1 - B02:5L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","04/03/2019 12:54 AM","SPGEKY","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004053 U14-23:PS3 ~ 3B26B1:Output01 - 3B26B1:Input Cord ~ PDU-1F-D02-2L2:B1 - D02:2L2 - D02:Panel Breaker - PDU-1F-D02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/31/2019 9:50 PM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004053 U14-23:PS2 ~ 3B26R1:Output09 - 3B26R1:Input Cord ~ PDU-1F-A06-2L2:R1 - A06:2L2 - A06:Panel Breaker - PDU-1F-A06:PDU Breaker - UPS BANK A:Bank Breaker","","","03/31/2019 9:48 PM","SPGWDT","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4B29B2:Input Cord ~ PDU-B8-18L2:R1 - B8:18L2 - B8:Panel Breaker - PDU-LG5-B8:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:47 PM","jdejean","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4B29R2:Input Cord ~ PDU-A8-18L2:R1 - A8:18L2 - A8:Panel Breaker - PDU-LG5-A8:PDU Breaker - UPS BANK A:Bank Breaker","","","03/29/2019 5:45 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","MS010641:Input Cord2 ~ 3A38B1:Output03 - 3A38B1:Input Cord ~ PDU-1F-B02/B02:5L3:B1 - B02:5L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:18 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","WHARF TT - MEDIA CONVERTOR (3A38 U11):PS2 ~ 3A38B1:Output26 - 3A38B1:Input Cord ~ PDU-1F-B02/B02:5L3:B1 - B02:5L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:18 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","FIRSTMILE GEMC2 REMOTE MODEM (3A38 U14):PS2 ~ 3A38B1:Output14 - 3A38B1:Input Cord ~ PDU-1F-B02/B02:5L3:B1 - B02:5L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:18 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","TM301:PS2 ~ 3A38B1:Output30 - 3A38B1:Input Cord ~ PDU-1F-B02/B02:5L3:B1 - B02:5L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:18 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","RAX711 (3A38 U9):PS2 ~ 3A38B1:Output27 - 3A38B1:Input Cord ~ PDU-1F-B02/B02:5L3:B1 - B02:5L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:18 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","MODEM RAX711 2 (3A38 U8):PS2 ~ 3A38B1:Output29 - 3A38B1:Input Cord ~ PDU-1F-B02/B02:5L3:B1 - B02:5L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:18 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","MODEM RAX711 2 (3A38 U7):PS2 ~ 3A38B1:Output28 - 3A38B1:Input Cord ~ PDU-1F-B02/B02:5L3:B1 - B02:5L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:18 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A38 U16 FIRSTMILE GEMC2 REMOTE:PS2 ~ 3A38B1:Output24 - 3A38B1:Input Cord ~ PDU-1F-B02/B02:5L3:B1 - B02:5L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:17 PM","jdejean","","","","","",""
